card name,card id,card number,card image url
Lucian's Assignment,pl2-92,92,https://images.pokemontcg.io/pl2/92_hires.png
Giratina-EX,bw6-92,92,https://images.pokemontcg.io/bw6/92_hires.png
Drifloon,dp6-92,92,https://images.pokemontcg.io/dp6/92_hires.png
Arceus LV.X,pl4-95,95,https://images.pokemontcg.io/pl4/95_hires.png
Surprise! Time Machine,ex7-91,91,https://images.pokemontcg.io/ex7/91_hires.png
Sandslash,sm10-84,84,https://images.pokemontcg.io/sm10/84_hires.png
Double Full Heal,ex2-86,86,https://images.pokemontcg.io/ex2/86_hires.png
Virizion,bw10-103,103,https://images.pokemontcg.io/bw10/103_hires.png
Rhyhorn,dp1-95,95,https://images.pokemontcg.io/dp1/95_hires.png
Warp Point,ex10-93,93,https://images.pokemontcg.io/ex10/93_hires.png
Mimikyu,sm12-97,97,https://images.pokemontcg.io/sm12/97_hires.png
Staryu,base4-95,95,https://images.pokemontcg.io/base4/95_hires.png
Granbull,sm1-91,91,https://images.pokemontcg.io/sm1/91_hires.png
Yveltal,sm9-95,95,https://images.pokemontcg.io/sm9/95_hires.png
Mysterious Fossil,ex16-85,85,https://images.pokemontcg.io/ex16/85_hires.png
Dome Fossil,dp5-89,89,https://images.pokemontcg.io/dp5/89_hires.png
Fighting Energy,col1-93,93,https://images.pokemontcg.io/col1/93_hires.png
Machoke,ecard1-85,85,https://images.pokemontcg.io/ecard1/85_hires.png
Eviolite,bw3-91,91,https://images.pokemontcg.io/bw3/91_hires.png
Cacturne ex,ex9-91,91,https://images.pokemontcg.io/ex9/91_hires.png
Sabrina's Porygon,gym2-98,98,https://images.pokemontcg.io/gym2/98_hires.png
Granbull,ecard3-61,61,https://images.pokemontcg.io/ecard3/61_hires.png
Slakoth,xy3-81,81,https://images.pokemontcg.io/xy3/81_hires.png
Kirlia,sm3-92,92,https://images.pokemontcg.io/sm3/92_hires.png
Starly,bw9-95,95,https://images.pokemontcg.io/bw9/95_hires.png
Chinchou,ecard2-70,70,https://images.pokemontcg.io/ecard2/70_hires.png
Alakazam Spirit Link,xy10-90,90,https://images.pokemontcg.io/xy10/90_hires.png
Camerupt ex,ex9-92,92,https://images.pokemontcg.io/ex9/92_hires.png
Klinklang,bw8-90,90,https://images.pokemontcg.io/bw8/90_hires.png
Skuntank G,pl1-94,94,https://images.pokemontcg.io/pl1/94_hires.png
Porygon-Z,bwp-BW84,BW84,https://images.pokemontcg.io/bwp/BW84_hires.png
Metang,sm7-94,94,https://images.pokemontcg.io/sm7/94_hires.png
Vibrava,bw7-98,98,https://images.pokemontcg.io/bw7/98_hires.png
Swoop! Teleporter,ex7-92,92,https://images.pokemontcg.io/ex7/92_hires.png
Sylveon-GX,sm2-92,92,https://images.pokemontcg.io/sm2/92_hires.png
Absol,ex4-96,96,https://images.pokemontcg.io/ex4/96_hires.png
Tangela,base4-96,96,https://images.pokemontcg.io/base4/96_hires.png
Energy Search,dp5-90,90,https://images.pokemontcg.io/dp5/90_hires.png
Fighting Energy,base1-97,97,https://images.pokemontcg.io/base1/97_hires.png
Sabrina's Psyduck,gym2-99,99,https://images.pokemontcg.io/gym2/99_hires.png
Drilbur,swsh4-91,91,https://images.pokemontcg.io/swsh4/91_hires.png
Steven,xy6-90,90,https://images.pokemontcg.io/xy6/90_hires.png
Zekrom-EX,bw4-97,97,https://images.pokemontcg.io/bw4/97_hires.png
Musharna,sm11-89,89,https://images.pokemontcg.io/sm11/89_hires.png
Sunyshore City Gym,pl2-94,94,https://images.pokemontcg.io/pl2/94_hires.png
Rare Candy,bw10-105,105,https://images.pokemontcg.io/bw10/105_hires.png
Sylveon-GX,sm2-92a,92a,https://images.pokemontcg.io/sm2/92a_hires.png
Ralts,dp3-102,102,https://images.pokemontcg.io/dp3/102_hires.png
Gengar,hgss4-94,94,https://images.pokemontcg.io/hgss4/94_hires.png
Dugtrio,sm10-86,86,https://images.pokemontcg.io/sm10/86_hires.png
Metal Energy,ex13-95,95,https://images.pokemontcg.io/ex13/95_hires.png
Dragalge,xy9-86,86,https://images.pokemontcg.io/xy9/86_hires.png
Energy Switch,bw1-94,94,https://images.pokemontcg.io/bw1/94_hires.png
Alph Lithograph,hgss2-TWO,TWO,https://images.pokemontcg.io/hgss2/TWO_hires.png
Metal Energy,col1-95,95,https://images.pokemontcg.io/col1/95_hires.png
Deino,bw6-94,94,https://images.pokemontcg.io/bw6/94_hires.png
Tapu Bulu-GX,sma-SV91,SV91,https://images.pokemontcg.io/sma/SV91_hires.png
Metapod,ecard1-87,87,https://images.pokemontcg.io/ecard1/87_hires.png
M Charizard-EX,xy2-108,108,https://images.pokemontcg.io/xy2/108_hires.png
Armor Fossil Shieldon,xy11-98,98,https://images.pokemontcg.io/xy11/98_hires.png
Metagross,sm7-95,95,https://images.pokemontcg.io/sm7/95_hires.png
Trapinch,swsh3-89,89,https://images.pokemontcg.io/swsh3/89_hires.png
Holon Lass,ex11-92,92,https://images.pokemontcg.io/ex11/92_hires.png
Seedot,dp1-97,97,https://images.pokemontcg.io/dp1/97_hires.png
Xerneas-EX,xy1-97,97,https://images.pokemontcg.io/xy1/97_hires.png
Darkness Energy,ex16-87,87,https://images.pokemontcg.io/ex16/87_hires.png
Mt. Moon,ex6-94,94,https://images.pokemontcg.io/ex6/94_hires.png
Torchic,dp4-89,89,https://images.pokemontcg.io/dp4/89_hires.png
Cosmog,sm12-99,99,https://images.pokemontcg.io/sm12/99_hires.png
Delcatty ex,ex14-91,91,https://images.pokemontcg.io/ex14/91_hires.png
Gengar LV.X,pl4-97,97,https://images.pokemontcg.io/pl4/97_hires.png
Fire Energy,xy12-92,92,https://images.pokemontcg.io/xy12/92_hires.png
Potion,ex10-95,95,https://images.pokemontcg.io/ex10/95_hires.png
Gligar,dp6-94,94,https://images.pokemontcg.io/dp6/94_hires.png
Deoxys ex,ex9-93,93,https://images.pokemontcg.io/ex9/93_hires.png
Jirachi,ex4-97,97,https://images.pokemontcg.io/ex4/97_hires.png
Dratini,sm1-94,94,https://images.pokemontcg.io/sm1/94_hires.png
Skarmory,sm9-98,98,https://images.pokemontcg.io/sm9/98_hires.png
Team Galactic's Invention G-109 SP Radar,pl2-96,96,https://images.pokemontcg.io/pl2/96_hires.png
Lt. Surge,gym1-101,101,https://images.pokemontcg.io/gym1/101_hires.png
Exploud ex,ex14-92,92,https://images.pokemontcg.io/ex14/92_hires.png
M Kangaskhan-EX,xy2-109,109,https://images.pokemontcg.io/xy2/109_hires.png
Wally's Training,ex2-89,89,https://images.pokemontcg.io/ex2/89_hires.png
Buneary,pl3-94,94,https://images.pokemontcg.io/pl3/94_hires.png
Salamence LV.X,pl4-98,98,https://images.pokemontcg.io/pl4/98_hires.png
Poké Drawer +,dp7-89,89,https://images.pokemontcg.io/dp7/89_hires.png
Leafeon,bwp-BW87,BW87,https://images.pokemontcg.io/bwp/BW87_hires.png
Heracross,ecard3-64,64,https://images.pokemontcg.io/ecard3/64_hires.png
Beheeyem,sm11-91,91,https://images.pokemontcg.io/sm11/91_hires.png
Dusclops ex,ex9-94,94,https://images.pokemontcg.io/ex9/94_hires.png
Time Capsule,neo1-90,90,https://images.pokemontcg.io/neo1/90_hires.png
Captivating Poké Puff,xy11-99,99,https://images.pokemontcg.io/xy11/99_hires.png
Groudon ex,ex14-93,93,https://images.pokemontcg.io/ex14/93_hires.png
Rattata,xy9-87,87,https://images.pokemontcg.io/xy9/87_hires.png
Multi Energy,ex16-89,89,https://images.pokemontcg.io/ex16/89_hires.png
Misty,gym1-102,102,https://images.pokemontcg.io/gym1/102_hires.png
Aegislash,xy5-100,100,https://images.pokemontcg.io/xy5/100_hires.png
Tangrowth LV.X,pl4-99,99,https://images.pokemontcg.io/pl4/99_hires.png
Crobat ex,ex8-96,96,https://images.pokemontcg.io/ex8/96_hires.png
Call Energy,dp5-92,92,https://images.pokemontcg.io/dp5/92_hires.png
Registeel,sm7-96,96,https://images.pokemontcg.io/sm7/96_hires.png
Geodude,sm10-87,87,https://images.pokemontcg.io/sm10/87_hires.png
Deoxys,col1-SL1,SL1,https://images.pokemontcg.io/col1/SL1_hires.png
Squirtle,pl1-96,96,https://images.pokemontcg.io/pl1/96_hires.png
Black Kyurem,bw7-100,100,https://images.pokemontcg.io/bw7/100_hires.png
AZ,xy4-91,91,https://images.pokemontcg.io/xy4/91_hires.png
Gligar,dp6-95,95,https://images.pokemontcg.io/dp6/95_hires.png
Cosmog,sm12-100,100,https://images.pokemontcg.io/sm12/100_hires.png
Dark Metal Energy,ex7-94,94,https://images.pokemontcg.io/ex7/94_hires.png
Wobbuffet,sm8-93,93,https://images.pokemontcg.io/sm8/93_hires.png
Rayquaza ex,ex3-97,97,https://images.pokemontcg.io/ex3/97_hires.png
Shinx,dp1-98,98,https://images.pokemontcg.io/dp1/98_hires.png
Voltorb,base4-98,98,https://images.pokemontcg.io/base4/98_hires.png
Multi Energy,ex13-96,96,https://images.pokemontcg.io/ex13/96_hires.png
Audino Spirit Link,xy10-92,92,https://images.pokemontcg.io/xy10/92_hires.png
Murkrow,dp2-90,90,https://images.pokemontcg.io/dp2/90_hires.png
Galarian Farfetch'd,swsh2-94,94,https://images.pokemontcg.io/swsh2/94_hires.png
Primal Groudon-EX,xy7-97,97,https://images.pokemontcg.io/xy7/97_hires.png
Water Energy,xy12-93,93,https://images.pokemontcg.io/xy12/93_hires.png
Holon Mentor,ex11-93,93,https://images.pokemontcg.io/ex11/93_hires.png
Full Heal,bw1-95,95,https://images.pokemontcg.io/bw1/95_hires.png
Donphan,hgss1-107,107,https://images.pokemontcg.io/hgss1/107_hires.png
Durant,bw8-92,92,https://images.pokemontcg.io/bw8/92_hires.png
Darkness Energy,ex10-96,96,https://images.pokemontcg.io/ex10/96_hires.png
Comfey,sm2-93,93,https://images.pokemontcg.io/sm2/93_hires.png
Super Rod,bw3-95,95,https://images.pokemontcg.io/bw3/95_hires.png
Jirachi,sm9-99,99,https://images.pokemontcg.io/sm9/99_hires.png
Holon Energy WP,ex15-86,86,https://images.pokemontcg.io/ex15/86_hires.png
Machamp,hgss4-95,95,https://images.pokemontcg.io/hgss4/95_hires.png
Alolan Exeggutor,sm5-95,95,https://images.pokemontcg.io/sm5/95_hires.png
Klefki,sm6-89,89,https://images.pokemontcg.io/sm6/89_hires.png
Zoroark BREAK,xy8-92,92,https://images.pokemontcg.io/xy8/92_hires.png
Thought Wave Machine,neo4-96,96,https://images.pokemontcg.io/neo4/96_hires.png
Cinccino,sm4-86,86,https://images.pokemontcg.io/sm4/86_hires.png
Shroomish,g1-RC2,RC2,https://images.pokemontcg.io/g1/RC2_hires.png
Volkner's Philosophy,pl2-98,98,https://images.pokemontcg.io/pl2/98_hires.png
Lightning Energy,base1-100,100,https://images.pokemontcg.io/base1/100_hires.png
Lightning Energy,xy12-94,94,https://images.pokemontcg.io/xy12/94_hires.png
Boost Energy,ex15-87,87,https://images.pokemontcg.io/ex15/87_hires.png
Swablu,pl1-97,97,https://images.pokemontcg.io/pl1/97_hires.png
Rockruff,swsh4-94,94,https://images.pokemontcg.io/swsh4/94_hires.png
Mr. Mime,xy5-101,101,https://images.pokemontcg.io/xy5/101_hires.png
Xerneas-GX,sm6-90,90,https://images.pokemontcg.io/sm6/90_hires.png
Tornadus,bw2-89,89,https://images.pokemontcg.io/bw2/89_hires.png
PokéDex HANDY909,ex6-96,96,https://images.pokemontcg.io/ex6/96_hires.png
Slowpoke,base6-93,93,https://images.pokemontcg.io/base6/93_hires.png
Black Kyurem-EX,bw7-101,101,https://images.pokemontcg.io/bw7/101_hires.png
Claw Fossil Anorith,xy11-100,100,https://images.pokemontcg.io/xy11/100_hires.png
Dodrio,xy1-99,99,https://images.pokemontcg.io/xy1/99_hires.png
Flareon,bwp-BW88,BW88,https://images.pokemontcg.io/bwp/BW88_hires.png
Unown [L],dp4-91,91,https://images.pokemontcg.io/dp4/91_hires.png
No Removal Gym,gym1-103,103,https://images.pokemontcg.io/gym1/103_hires.png
Mysterious Fossil,ex2-91,91,https://images.pokemontcg.io/ex2/91_hires.png
Raticate,xy9-88,88,https://images.pokemontcg.io/xy9/88_hires.png
Lucario,smp-SM95,SM95,https://images.pokemontcg.io/smp/SM95_hires.png
Bent Spoon,xy10-93,93,https://images.pokemontcg.io/xy10/93_hires.png
Poliwhirl,ecard1-89,89,https://images.pokemontcg.io/ecard1/89_hires.png
R Energy,ex7-95,95,https://images.pokemontcg.io/ex7/95_hires.png
Emboar,bw4-100,100,https://images.pokemontcg.io/bw4/100_hires.png
Gible,sm5-96,96,https://images.pokemontcg.io/sm5/96_hires.png
Boost Energy,ex10-98,98,https://images.pokemontcg.io/ex10/98_hires.png
Life Herb,ex5-90,90,https://images.pokemontcg.io/ex5/90_hires.png
Hoothoot,ecard3-65,65,https://images.pokemontcg.io/ecard3/65_hires.png
Darkness Energy,pl2-99,99,https://images.pokemontcg.io/pl2/99_hires.png
Tornadus-EX,bw9-98,98,https://images.pokemontcg.io/bw9/98_hires.png
Galarian Sirfetch'd,swsh2-95,95,https://images.pokemontcg.io/swsh2/95_hires.png
Battle Compressor Team Flare Gear,xy4-92,92,https://images.pokemontcg.io/xy4/92_hires.png
Girafarig,sm8-94,94,https://images.pokemontcg.io/sm8/94_hires.png
Zweilous,bw6-96,96,https://images.pokemontcg.io/bw6/96_hires.png
PlusPower,bw1-96,96,https://images.pokemontcg.io/bw1/96_hires.png
Gloom,dp6-97,97,https://images.pokemontcg.io/dp6/97_hires.png
Cobalion-EX,bw8-93,93,https://images.pokemontcg.io/bw8/93_hires.png
Cosmoem,sm12-101,101,https://images.pokemontcg.io/sm12/101_hires.png
Jirachi ◇,sm7-97,97,https://images.pokemontcg.io/sm7/97_hires.png
Diancie,sm3-94,94,https://images.pokemontcg.io/sm3/94_hires.png
Sliggoo,sm2-95,95,https://images.pokemontcg.io/sm2/95_hires.png
δ Rainbow Energy,ex13-98,98,https://images.pokemontcg.io/ex13/98_hires.png
Tornadus,xy3-86,86,https://images.pokemontcg.io/xy3/86_hires.png
The Rocket's Training Gym,gym1-104,104,https://images.pokemontcg.io/gym1/104_hires.png
Trainers' Mail,xy6-92a,92a,https://images.pokemontcg.io/xy6/92a_hires.png
Golem,sm10-89,89,https://images.pokemontcg.io/sm10/89_hires.png
Counterattack Claws,neo4-97,97,https://images.pokemontcg.io/neo4/97_hires.png
Bronzong,sm9-101,101,https://images.pokemontcg.io/sm9/101_hires.png
Rhyperior,swsh1-99,99,https://images.pokemontcg.io/swsh1/99_hires.png
Cherubi,pl3-96,96,https://images.pokemontcg.io/pl3/96_hires.png
Cyclone Energy,ex16-90,90,https://images.pokemontcg.io/ex16/90_hires.png
Energy Retrieval,xy7-99,99,https://images.pokemontcg.io/xy7/99_hires.png
Spearow,base6-94,94,https://images.pokemontcg.io/base6/94_hires.png
Shellder,dp3-105,105,https://images.pokemontcg.io/dp3/105_hires.png
Diggersby,sm4-88,88,https://images.pokemontcg.io/sm4/88_hires.png
Tapu Lele-GX,sma-SV94,SV94,https://images.pokemontcg.io/sma/SV94_hires.png
Shedinja,sm8-95,95,https://images.pokemontcg.io/sm8/95_hires.png
Goodra,sm2-96,96,https://images.pokemontcg.io/sm2/96_hires.png
Hydreigon,bw6-97,97,https://images.pokemontcg.io/bw6/97_hires.png
Weedle,base4-100,100,https://images.pokemontcg.io/base4/100_hires.png
Heatran,sm7-98,98,https://images.pokemontcg.io/sm7/98_hires.png
Vaporeon,bwp-BW89,BW89,https://images.pokemontcg.io/bwp/BW89_hires.png
Magnetic Storm,ex5-91,91,https://images.pokemontcg.io/ex5/91_hires.png
Blaine's Last Resort,gym1-105,105,https://images.pokemontcg.io/gym1/105_hires.png
Victini,bw3-98,98,https://images.pokemontcg.io/bw3/98_hires.png
Wally,xy6-94,94,https://images.pokemontcg.io/xy6/94_hires.png
Doublade,sm11-94,94,https://images.pokemontcg.io/sm11/94_hires.png
Garchomp LV.X,dp5-97,97,https://images.pokemontcg.io/dp5/97_hires.png
Quilava,ecard1-91,91,https://images.pokemontcg.io/ecard1/91_hires.png
Type: Null,sm4-89,89,https://images.pokemontcg.io/sm4/89_hires.png
Pichu,dp2-93,93,https://images.pokemontcg.io/dp2/93_hires.png
Charizard,ex3-100,100,https://images.pokemontcg.io/ex3/100_hires.png
Marill,xy5-102,102,https://images.pokemontcg.io/xy5/102_hires.png
Magnezone,hgss4-96,96,https://images.pokemontcg.io/hgss4/96_hires.png
Chaos Gym,gym2-102,102,https://images.pokemontcg.io/gym2/102_hires.png
Charmander,g1-RC3,RC3,https://images.pokemontcg.io/g1/RC3_hires.png
Solrock,swsh3-92,92,https://images.pokemontcg.io/swsh3/92_hires.png
Sudowoodo,swsh1-100,100,https://images.pokemontcg.io/swsh1/100_hires.png
Gardevoir Spirit Link,xy11-101,101,https://images.pokemontcg.io/xy11/101_hires.png
White Kyurem-EX,bw11-101,101,https://images.pokemontcg.io/bw11/101_hires.png
Gulpin,dp6-98,98,https://images.pokemontcg.io/dp6/98_hires.png
Warp Energy,ex16-91,91,https://images.pokemontcg.io/ex16/91_hires.png
Cutiefly,sm3-95,95,https://images.pokemontcg.io/sm3/95_hires.png
Pokémon Reversal,ex6-97,97,https://images.pokemontcg.io/ex6/97_hires.png
Noibat,xy3-87,87,https://images.pokemontcg.io/xy3/87_hires.png
Fearow,sm1-98,98,https://images.pokemontcg.io/sm1/98_hires.png
Fighting Energy,xy12-96,96,https://images.pokemontcg.io/xy12/96_hires.png
Holon Researcher,ex11-95,95,https://images.pokemontcg.io/ex11/95_hires.png
Bianca,bw2-90,90,https://images.pokemontcg.io/bw2/90_hires.png
Honedge,sm11-93,93,https://images.pokemontcg.io/sm11/93_hires.png
Sableye,xyp-XY92,XY92,https://images.pokemontcg.io/xyp/XY92_hires.png
Psychic Energy,base1-101,101,https://images.pokemontcg.io/base1/101_hires.png
Premier Ball,dp7-91,91,https://images.pokemontcg.io/dp7/91_hires.png
Heatran,smp-SM96,SM96,https://images.pokemontcg.io/smp/SM96_hires.png
Ferroseed,sm9-102,102,https://images.pokemontcg.io/sm9/102_hires.png
Holon Ruins,ex11-96,96,https://images.pokemontcg.io/ex11/96_hires.png
Ferrothorn,sm9-103,103,https://images.pokemontcg.io/sm9/103_hires.png
Jangmo-o,sm2-98,98,https://images.pokemontcg.io/sm2/98_hires.png
Gardevoir-EX,xy5-105,105,https://images.pokemontcg.io/xy5/105_hires.png
Wide Lens,xy6-95,95,https://images.pokemontcg.io/xy6/95_hires.png
Sableye,sm8-96,96,https://images.pokemontcg.io/sm8/96_hires.png
Black Kyurem-EX,bw8-95,95,https://images.pokemontcg.io/bw8/95_hires.png
Arceus,pl4-AR1,AR1,https://images.pokemontcg.io/pl4/AR1_hires.png
Computer Search,base4-101,101,https://images.pokemontcg.io/base4/101_hires.png
Enhanced Hammer,xy4-94,94,https://images.pokemontcg.io/xy4/94_hires.png
Prof. Oak's Research,ex6-98,98,https://images.pokemontcg.io/ex6/98_hires.png
Starly,dp1-101,101,https://images.pokemontcg.io/dp1/101_hires.png
PokéNav,ex1-88,88,https://images.pokemontcg.io/ex1/88_hires.png
Glaceon,bwp-BW90,BW90,https://images.pokemontcg.io/bwp/BW90_hires.png
Torkoal,pl1-100,100,https://images.pokemontcg.io/pl1/100_hires.png
Eevee,ecard2-75,75,https://images.pokemontcg.io/ecard2/75_hires.png
Deoxys ex,ex8-99,99,https://images.pokemontcg.io/ex8/99_hires.png
Trainers' Mail,xy7-100,100,https://images.pokemontcg.io/xy7/100_hires.png
Darkness Energy,xy12-97,97,https://images.pokemontcg.io/xy12/97_hires.png
Energy Stadium,neo4-99,99,https://images.pokemontcg.io/neo4/99_hires.png
Weedle,dp4-93,93,https://images.pokemontcg.io/dp4/93_hires.png
Hippopotas,swsh3-93,93,https://images.pokemontcg.io/swsh3/93_hires.png
Tauros-GX,sm1-100,100,https://images.pokemontcg.io/sm1/100_hires.png
Lugia-EX,bw11-102,102,https://images.pokemontcg.io/bw11/102_hires.png
Aegislash,sm11-95,95,https://images.pokemontcg.io/sm11/95_hires.png
Morelull,sm3-97,97,https://images.pokemontcg.io/sm3/97_hires.png
Trevenant,xyp-XY94,XY94,https://images.pokemontcg.io/xyp/XY94_hires.png
Giovanni's Last Resort,gym2-105,105,https://images.pokemontcg.io/gym2/105_hires.png
Imposter Professor Oak,base4-102,102,https://images.pokemontcg.io/base4/102_hires.png
Altaria ex δ,ex15-90,90,https://images.pokemontcg.io/ex15/90_hires.png
Mareanie,sm11-96,96,https://images.pokemontcg.io/sm11/96_hires.png
Arceus,pl4-AR2,AR2,https://images.pokemontcg.io/pl4/AR2_hires.png
Aipom,bw6-99,99,https://images.pokemontcg.io/bw6/99_hires.png
Shiinotic,sm3-98,98,https://images.pokemontcg.io/sm3/98_hires.png
Bisharp,sm9-105,105,https://images.pokemontcg.io/sm9/105_hires.png
Hariyama ex,ex8-100,100,https://images.pokemontcg.io/ex8/100_hires.png
Jigglypuff,ecard3-68,68,https://images.pokemontcg.io/ecard3/68_hires.png
Switch,dp7-93,93,https://images.pokemontcg.io/dp7/93_hires.png
Winona,xy6-96,96,https://images.pokemontcg.io/xy6/96_hires.png
Stantler,xy9-91,91,https://images.pokemontcg.io/xy9/91_hires.png
Ho-Oh LEGEND,hgss1-111,111,https://images.pokemontcg.io/hgss1/111_hires.png
Celesteela,sm7-100,100,https://images.pokemontcg.io/sm7/100_hires.png
Claydol ex,ex16-93,93,https://images.pokemontcg.io/ex16/93_hires.png
White Kyurem-EX,bw8-96,96,https://images.pokemontcg.io/bw8/96_hires.png
Darkrai & Cresselia LEGEND,hgss4-99,99,https://images.pokemontcg.io/hgss4/99_hires.png
Horsea,dp6-102,102,https://images.pokemontcg.io/dp6/102_hires.png
Snubbull,xy8-98,98,https://images.pokemontcg.io/xy8/98_hires.png
Cyclone Energy,dp7-94,94,https://images.pokemontcg.io/dp7/94_hires.png
Pikachu,xyp-XY95,XY95,https://images.pokemontcg.io/xyp/XY95_hires.png
Master Ball,ex11-99,99,https://images.pokemontcg.io/ex11/99_hires.png
Flygon ex,ex16-94,94,https://images.pokemontcg.io/ex16/94_hires.png
Gyarados ★ δ,ex13-102,102,https://images.pokemontcg.io/ex13/102_hires.png
Double Dragon Energy,xy6-97,97,https://images.pokemontcg.io/xy6/97_hires.png
Claydol,swsh1-103,103,https://images.pokemontcg.io/swsh1/103_hires.png
Kyogre ex,ex5-94,94,https://images.pokemontcg.io/ex5/94_hires.png
Noivern-GX,sm3-99,99,https://images.pokemontcg.io/sm3/99_hires.png
Onix,sm12-105,105,https://images.pokemontcg.io/sm12/105_hires.png
Fighting Stadium,xy3-90,90,https://images.pokemontcg.io/xy3/90_hires.png
Kingdra,xy5-108,108,https://images.pokemontcg.io/xy5/108_hires.png
Superior Energy Retrieval,bw9-103,103,https://images.pokemontcg.io/bw9/103_hires.png
Kommo-o-GX,sm2-100,100,https://images.pokemontcg.io/sm2/100_hires.png
Dialga-GX,sm5-100,100,https://images.pokemontcg.io/sm5/100_hires.png
Pokémon Ranger,xy11-104,104,https://images.pokemontcg.io/xy11/104_hires.png
Mimikyu,smp-SM99,SM99,https://images.pokemontcg.io/smp/SM99_hires.png
Whiscash,swsh2-100,100,https://images.pokemontcg.io/swsh2/100_hires.png
Kyogre,col1-SL6,SL6,https://images.pokemontcg.io/col1/SL6_hires.png
Darkrai & Cresselia LEGEND,hgss4-100,100,https://images.pokemontcg.io/hgss4/100_hires.png
Swellow,xy1-103,103,https://images.pokemontcg.io/xy1/103_hires.png
Aggron ex,ex2-95,95,https://images.pokemontcg.io/ex2/95_hires.png
New Pokédex,neo1-95,95,https://images.pokemontcg.io/neo1/95_hires.png
Sandshrew,dp2-96,96,https://images.pokemontcg.io/dp2/96_hires.png
Shroomish,dp3-108,108,https://images.pokemontcg.io/dp3/108_hires.png
Aerodactyl-EX,xyp-XY97,XY97,https://images.pokemontcg.io/xyp/XY97_hires.png
Diggersby,swsh3-96,96,https://images.pokemontcg.io/swsh3/96_hires.png
Honedge,sm9-107,107,https://images.pokemontcg.io/sm9/107_hires.png
Gardevoir ex,ex2-96,96,https://images.pokemontcg.io/ex2/96_hires.png
Lugia,col1-SL7,SL7,https://images.pokemontcg.io/col1/SL7_hires.png
Palkia-GX,sm5-101,101,https://images.pokemontcg.io/sm5/101_hires.png
Palkia & Dialga LEGEND,hgss4-101,101,https://images.pokemontcg.io/hgss4/101_hires.png
Meowth,bw7-106,106,https://images.pokemontcg.io/bw7/106_hires.png
Pikachu ★,ex13-104,104,https://images.pokemontcg.io/ex13/104_hires.png
Focus Sash,xy3-91,91,https://images.pokemontcg.io/xy3/91_hires.png
Rayquaza ex,ex8-102,102,https://images.pokemontcg.io/ex8/102_hires.png
Potion,ex11-101,101,https://images.pokemontcg.io/ex11/101_hires.png
Pokémon Catcher,bw2-95,95,https://images.pokemontcg.io/bw2/95_hires.png
Ultra Necrozma-GX,sm6-95,95,https://images.pokemontcg.io/sm6/95_hires.png
Slakoth,bw6-101,101,https://images.pokemontcg.io/bw6/101_hires.png
Seel,dp2-97,97,https://images.pokemontcg.io/dp2/97_hires.png
Wurmple,pl1-103,103,https://images.pokemontcg.io/pl1/103_hires.png
Cinccino,bw11-105,105,https://images.pokemontcg.io/bw11/105_hires.png
Clefable,bw8-98,98,https://images.pokemontcg.io/bw8/98_hires.png
Zygarde,sm3-100,100,https://images.pokemontcg.io/sm3/100_hires.png
Feraligatr ex,ex10-103,103,https://images.pokemontcg.io/ex10/103_hires.png
Glameow,xy9-93,93,https://images.pokemontcg.io/xy9/93_hires.png
Wurmple,dp1-104,104,https://images.pokemontcg.io/dp1/104_hires.png
Dashing Pouch,sm4-92,92,https://images.pokemontcg.io/sm4/92_hires.png
Blissey,sm2-102,102,https://images.pokemontcg.io/sm2/102_hires.png
Druddigon,bw11-106,106,https://images.pokemontcg.io/bw11/106_hires.png
Salamence ex,ex8-103,103,https://images.pokemontcg.io/ex8/103_hires.png
Shiftry ex,ex16-97,97,https://images.pokemontcg.io/ex16/97_hires.png
Trapinch,sm12-107,107,https://images.pokemontcg.io/sm12/107_hires.png
Fossil Researcher,xy3-92,92,https://images.pokemontcg.io/xy3/92_hires.png
Steelix Spirit Link,xy11-106,106,https://images.pokemontcg.io/xy11/106_hires.png
Champions Festival,bwp-BW95,BW95,https://images.pokemontcg.io/bwp/BW95_hires.png
Sharpedo ex,ex8-104,104,https://images.pokemontcg.io/ex8/104_hires.png
M Charizard-EX,xy12-101,101,https://images.pokemontcg.io/xy12/101_hires.png
Bagon,sm7-103,103,https://images.pokemontcg.io/sm7/103_hires.png
Pewter City Gym,gym1-115,115,https://images.pokemontcg.io/gym1/115_hires.png
Skarmory ex,ex16-98,98,https://images.pokemontcg.io/ex16/98_hires.png
Amulet Coin,dp4-97,97,https://images.pokemontcg.io/dp4/97_hires.png
Darkness Energy,ex1-93,93,https://images.pokemontcg.io/ex1/93_hires.png
Doublade,sm9-108,108,https://images.pokemontcg.io/sm9/108_hires.png
Palkia,col1-SL8,SL8,https://images.pokemontcg.io/col1/SL8_hires.png
Clobbopus,swsh4-100,100,https://images.pokemontcg.io/swsh4/100_hires.png
Slaking,bw6-103,103,https://images.pokemontcg.io/bw6/103_hires.png
Heatran LV.X,dp7-97,97,https://images.pokemontcg.io/dp7/97_hires.png
Grass Energy,ex13-105,105,https://images.pokemontcg.io/ex13/105_hires.png
Dunsparce,xy9-90,90,https://images.pokemontcg.io/xy9/90_hires.png
Hydreigon,bw6-98,98,https://images.pokemontcg.io/bw6/98_hires.png
Dark Patch,bw5-93,93,https://images.pokemontcg.io/bw5/93_hires.png
Warp Energy,ex10-100,100,https://images.pokemontcg.io/ex10/100_hires.png
